S0211-69952014000200018-1	3829006
S0211-69952014000200018-1	<null>
S0211-69952014000200018-1	<null>
S0211-69952014000200018-1	<null>
S0211-69952014000200018-1	5540006
S0211-69952014000200018-1	83042003
S0211-69952014000200018-1	412137006
S0211-69952014000200018-1	710809001
S0211-69952014000200018-1	387307005
S0211-69952014000200018-1	11984007
S0211-69952014000200018-1	4076007
S0211-69952014000200018-1	52454007
S0211-69952014000200018-1	395835001
S0211-69952014000200018-1	85600001
S0211-69952014000200018-1	84698008
S0211-69952014000200018-1	387092000
S0211-69952014000200018-1	15373003
