S0378-48352006000400005-1	102665003
S0378-48352006000400005-1	<null>
S0378-48352006000400005-1	<null>
S0378-48352006000400005-1	412379006
S0378-48352006000400005-1	68945006
S0378-48352006000400005-1	386906001
S0378-48352006000400005-1	386920008
S0378-48352006000400005-1	386920008
S0378-48352006000400005-1	372817009
S0378-48352006000400005-1	386904003
S0378-48352006000400005-1	46583003
S0378-48352006000400005-1	103165007
S0378-48352006000400005-1	42891003
S0378-48352006000400005-1	115478005
S0378-48352006000400005-1	712718002
S0378-48352006000400005-1	83475004
S0378-48352006000400005-1	46583003
S0378-48352006000400005-1	387506000
