S0210-48062005000300016-2	23318004
S0210-48062005000300016-2	20823009
S0210-48062005000300016-2	387085005
S0210-48062005000300016-2	15373003
S0210-48062005000300016-2	15373003
S0210-48062005000300016-2	372754009
S0210-48062005000300016-2	372754009
S0210-48062005000300016-2	372754009
S0210-48062005000300016-2	112133008
S0210-48062005000300016-2	45530001
S0210-48062005000300016-2	18819001
S0210-48062005000300016-2	45396006
S0210-48062005000300016-2	16923002
S0210-48062005000300016-2	372877000
S0210-48062005000300016-2	259319003
S0210-48062005000300016-2	56935002
S0210-48062005000300016-2	26091008
S0210-48062005000300016-2	38082009
S0210-48062005000300016-2	259753001
