S1134-80462015000200005-1	427618005
S1134-80462015000200005-1	427618005
S1134-80462015000200005-1	427618005
S1134-80462015000200005-1	373492002
S1134-80462015000200005-1	387517004
S1134-80462015000200005-1	387517004
S1134-80462015000200005-1	373492002
S1134-80462015000200005-1	54462003
S1134-80462015000200005-1	79706000
S1134-80462015000200005-1	56935002
S1134-80462015000200005-1	26091008
S1134-80462015000200005-1	259670004
S1134-80462015000200005-1	24099007
S1134-80462015000200005-1	82693003
S1134-80462015000200005-1	75828004
