S0004-06142007000900017-1	116602009
S0004-06142007000900017-1	116602009
S0004-06142007000900017-1	386918005
S0004-06142007000900017-1	386918005
S0004-06142007000900017-1	386918005
S0004-06142007000900017-1	49869009
S0004-06142007000900017-1	49869009
S0004-06142007000900017-1	387587007
S0004-06142007000900017-1	387587007
S0004-06142007000900017-1	57056007
S0004-06142007000900017-1	57056007
S0004-06142007000900017-1	102687007
S0004-06142007000900017-1	102687007
S0004-06142007000900017-1	102687007
S0004-06142007000900017-1	102687007
S0004-06142007000900017-1	102687007
S0004-06142007000900017-1	395926009
S0004-06142007000900017-1	60153001
