S0378-48352004000300007-1	259319003
S0378-48352004000300007-1	259319003
S0378-48352004000300007-1	2008008
S0378-48352004000300007-1	2008008
S0378-48352004000300007-1	90945000
S0378-48352004000300007-1	90945000
S0378-48352004000300007-1	116602009
S0378-48352004000300007-1	387474003
S0378-48352004000300007-1	387126006
S0378-48352004000300007-1	387126006
S0378-48352004000300007-1	387420009
S0378-48352004000300007-1	387420009
S0378-48352004000300007-1	387441003
S0378-48352004000300007-1	387051009
S0378-48352004000300007-1	372843005
S0378-48352004000300007-1	372817009
S0378-48352004000300007-1	<null>
S0378-48352004000300007-1	<null>
S0378-48352004000300007-1	<null>
S0378-48352004000300007-1	<null>
S0378-48352004000300007-1	259981004
S0378-48352004000300007-1	103092003
S0378-48352004000300007-1	4933007
S0378-48352004000300007-1	4761007
S0378-48352004000300007-1	76743004
S0378-48352004000300007-1	259319003
