S0212-16112007000800012-1	22290004
S0212-16112007000800012-1	116602009
S0212-16112007000800012-1	116602009
S0212-16112007000800012-1	387078006
S0212-16112007000800012-1	387078006
S0212-16112007000800012-1	395835001
S0212-16112007000800012-1	395835001
S0212-16112007000800012-1	52454007
S0212-16112007000800012-1	52454007
S0212-16112007000800012-1	52454007
S0212-16112007000800012-1	52454007
S0212-16112007000800012-1	5540006
S0212-16112007000800012-1	5540006
S0212-16112007000800012-1	387475002
S0212-16112007000800012-1	116648000
S0212-16112007000800012-1	14767006
S0212-16112007000800012-1	61425002
S0212-16112007000800012-1	78460003
S0212-16112007000800012-1	121022006
S0212-16112007000800012-1	3829006
S0212-16112007000800012-1	88878007
S0212-16112007000800012-1	264324001
S0212-16112007000800012-1	70106000
