S0376-78922008000400008-1	79706000
S0376-78922008000400008-1	79706000
S0376-78922008000400008-1	373224006
S0376-78922008000400008-1	373224006
S0376-78922008000400008-1	116648000
S0376-78922008000400008-1	387264003
S0376-78922008000400008-1	373539006
S0376-78922008000400008-1	373476007
S0376-78922008000400008-1	387174006
S0376-78922008000400008-1	372735009
S0376-78922008000400008-1	372670001
S0376-78922008000400008-1	372840008
S0376-78922008000400008-1	412439003
S0376-78922008000400008-1	42841002
S0376-78922008000400008-1	15373003
S0376-78922008000400008-1	26091008
S0376-78922008000400008-1	56935002
S0376-78922008000400008-1	60153001
S0376-78922008000400008-1	57056007
S0376-78922008000400008-1	81905004
S0376-78922008000400008-1	52454007
S0376-78922008000400008-1	395835001
S0376-78922008000400008-1	29276003
S0376-78922008000400008-1	88480006
S0376-78922008000400008-1	39972003
S0376-78922008000400008-1	59431004
S0376-78922008000400008-1	38082009
S0376-78922008000400008-1	372665008
S0376-78922008000400008-1	387220006
S0376-78922008000400008-1	116593003
S0376-78922008000400008-1	387266001
S0376-78922008000400008-1	372786004
S0376-78922008000400008-1	387220006
S0376-78922008000400008-1	7034005
S0376-78922008000400008-1	387517004
S0376-78922008000400008-1	372687004
